booking_id,check_in_date,check_out_date,ADR,room_type,occupancy_rate,advance_booking_days,length_of_stay,guest_id
12339,2022-04-12,2022-04-14,273.5,Executive Suite,0.78,21,2,G76948
12340,2022-04-12,2022-04-14,154.25,Standard Double,0.74,14,2,G22062
12341,2022-04-12,2022-04-15,192.06,Deluxe Queen,0.71,7,3,G12389
12342,2022-04-12,2022-04-15,467.18,Presidential Suite,0.67,1,3,G29111
12343,2022-04-12,2022-04-15,191.41,Deluxe Queen,0.77,7,3,G92781
12344,2022-04-12,2022-04-16,186.19,Deluxe Queen,0.76,14,4,G77163
12345,2022-04-12,2022-04-13,268.49,Executive Suite,0.84,7,1,G18768
12346,2022-04-12,2022-04-17,193.38,Standard King,0.79,14,5,G70011
12347,2022-04-12,2022-04-14,272.89,Executive Suite,0.66,21,2,G34652
12348,2022-04-12,2022-04-13,157.84,Standard Double,0.74,14,1,G54397
12349,2022-04-13,2022-04-17,173.78,Standard Double,0.86,1,4,G87941
12350,2022-04-13,2022-04-14,457.46,Presidential Suite,0.77,1,1,G82299
12351,2022-04-13,2022-04-16,189.79,Deluxe Queen,0.81,14,3,G42248
12352,2022-04-13,2022-04-15,206.48,Deluxe Queen,0.68,1,2,G49348
12353,2022-04-13,2022-04-16,187.84,Standard King,0.72,90,3,G64005
12354,2022-04-13,2022-04-15,174.01,Standard Double,0.83,7,2,G63329
12355,2022-04-13,2022-04-14,136.05,Standard Double,0.67,1,1,G28012
12356,2022-04-13,2022-04-17,459.12,Presidential Suite,0.67,3,4,G44629
12357,2022-04-13,2022-04-14,197.73,Deluxe Queen,0.8,7,1,G20333
12358,2022-04-13,2022-04-15,161.96,Standard King,0.84,14,2,G20441
12359,2022-04-13,2022-04-17,472.41,Presidential Suite,0.88,7,4,G96232
12360,2022-04-13,2022-04-15,189.02,Deluxe Queen,0.73,30,2,G65072
12361,2022-04-13,2022-04-14,161.32,Standard Double,0.67,1,1,G87110
12362,2022-04-13,2022-04-15,139.27,Standard Double,0.74,7,2,G81036
12363,2022-04-13,2022-04-15,145.57,Standard Double,0.85,7,2,G20749
12364,2022-04-14,2022-04-18,184.91,Standard King,0.76,14,4,G12207
12365,2022-04-14,2022-04-17,296.24,Executive Suite,0.97,1,3,G99449
12366,2022-04-14,2022-04-16,489.54,Presidential Suite,0.95,14,2,G85588
12367,2022-04-14,2022-04-15,197.21,Standard King,0.88,3,1,G60913
12368,2022-04-14,2022-04-15,210.5,Standard King,0.97,1,1,G63941
12369,2022-04-14,2022-04-15,491.51,Presidential Suite,0.76,21,1,G65079
12370,2022-04-14,2022-04-16,230.93,Deluxe Queen,0.83,60,2,G35056
12371,2022-04-14,2022-04-16,232.65,Deluxe Queen,0.88,21,2,G97952
12372,2022-04-14,2022-04-15,182.8,Standard King,0.92,90,1,G19463
12373,2022-04-14,2022-04-15,292.82,Executive Suite,0.87,60,1,G95439
12374,2022-04-14,2022-04-17,206.19,Standard King,0.76,1,3,G37044
12375,2022-04-14,2022-04-17,293.28,Executive Suite,0.95,14,3,G52613
12376,2022-04-14,2022-04-16,302.65,Executive Suite,0.9,3,2,G93237
12377,2022-04-14,2022-04-16,185.77,Standard King,0.94,21,2,G96809
12378,2022-04-14,2022-04-19,197.1,Standard King,0.79,3,5,G66792
12379,2022-04-14,2022-04-17,293.84,Executive Suite,0.92,21,3,G78718
12380,2022-04-14,2022-04-15,213.15,Deluxe Queen,0.8,3,1,G33207
12381,2022-04-14,2022-04-16,318.26,Executive Suite,0.75,14,2,G69562
12382,2022-04-14,2022-04-15,217.13,Deluxe Queen,0.95,3,1,G72499
12383,2022-04-14,2022-04-16,298.29,Executive Suite,0.76,3,2,G40726
12384,2022-04-15,2022-04-20,296.25,Executive Suite,0.96,7,5,G24394
12385,2022-04-15,2022-04-17,233.85,Deluxe Queen,0.8,14,2,G96283
12386,2022-04-15,2022-04-18,511.98,Presidential Suite,0.87,1,3,G24040
12387,2022-04-15,2022-04-16,213.45,Standard King,0.97,3,1,G82870
12388,2022-04-15,2022-04-19,502.98,Presidential Suite,0.89,30,4,G79248
12389,2022-04-15,2022-04-16,155.96,Standard Double,0.92,14,1,G65014
12390,2022-04-15,2022-04-17,493.65,Presidential Suite,0.91,1,2,G65685
12391,2022-04-15,2022-04-16,232.84,Deluxe Queen,0.83,1,1,G88849
12392,2022-04-15,2022-04-16,502.56,Presidential Suite,0.78,7,1,G42097
12393,2022-04-15,2022-04-17,206.83,Deluxe Queen,0.79,7,2,G53703
12394,2022-04-15,2022-04-20,296.6,Executive Suite,0.75,1,5,G84076
12395,2022-04-15,2022-04-19,186.75,Standard King,0.83,3,4,G19516
12396,2022-04-15,2022-04-20,177.24,Standard Double,0.76,3,5,G38119
12397,2022-04-15,2022-04-16,192.34,Standard King,0.88,1,1,G25765
12398,2022-04-15,2022-04-19,230.72,Deluxe Queen,0.75,21,4,G41025
12399,2022-04-15,2022-04-18,484.75,Presidential Suite,0.86,14,3,G92458
12400,2022-04-15,2022-04-17,179.27,Standard King,0.89,7,2,G10833
12401,2022-04-15,2022-04-16,320.18,Executive Suite,0.81,3,1,G21627
12402,2022-04-15,2022-04-19,503.32,Presidential Suite,0.84,3,4,G55738
12403,2022-04-15,2022-04-17,235.13,Deluxe Queen,0.91,1,2,G92209
12404,2022-04-15,2022-04-16,480.85,Presidential Suite,0.77,1,1,G15925
12405,2022-04-15,2022-04-16,185.33,Standard King,0.85,1,1,G96725
12406,2022-04-16,2022-04-17,219.75,Standard King,0.83,14,1,G58056
12407,2022-04-16,2022-04-18,258.39,Deluxe Queen,0.86,14,2,G30849
12408,2022-04-16,2022-04-17,330.12,Executive Suite,0.69,1,1,G65096
12409,2022-04-16,2022-04-17,168.39,Standard Double,0.75,1,1,G66966
12410,2022-04-16,2022-04-17,222.99,Standard King,0.83,14,1,G98754
12411,2022-04-16,2022-04-21,563.0,Presidential Suite,0.88,21,5,G53260
12412,2022-04-16,2022-04-23,321.3,Executive Suite,0.79,7,7,G68859
12413,2022-04-16,2022-04-19,321.89,Executive Suite,0.73,3,3,G89466
12414,2022-04-16,2022-04-19,232.05,Standard King,0.7,21,3,G48736
12415,2022-04-16,2022-04-18,345.9,Executive Suite,0.8,1,2,G26617
12416,2022-04-16,2022-04-19,174.19,Standard Double,0.68,30,3,G72825
12417,2022-04-16,2022-04-18,351.37,Executive Suite,0.68,14,2,G77889
12418,2022-04-16,2022-04-17,216.56,Standard King,0.88,1,1,G76639
12419,2022-04-16,2022-04-17,546.75,Presidential Suite,0.67,7,1,G78822
12420,2022-04-16,2022-04-17,528.74,Presidential Suite,0.86,7,1,G15769
12421,2022-04-16,2022-04-19,334.62,Executive Suite,0.85,1,3,G93394
12422,2022-04-16,2022-04-18,185.72,Standard Double,0.83,1,2,G81660
12423,2022-04-16,2022-04-18,194.51,Standard Double,0.72,1,2,G54260
12424,2022-04-16,2022-04-17,166.32,Standard Double,0.82,1,1,G13172
12425,2022-04-16,2022-04-17,168.35,Standard Double,0.81,14,1,G20625
12426,2022-04-16,2022-04-18,192.52,Standard Double,0.76,21,2,G80651
12427,2022-04-16,2022-04-18,227.29,Deluxe Queen,0.66,60,2,G29631
12428,2022-04-16,2022-04-18,237.51,Deluxe Queen,0.78,14,2,G47992
12429,2022-04-16,2022-04-17,235.43,Deluxe Queen,0.8,21,1,G85547
12430,2022-04-16,2022-04-18,544.07,Presidential Suite,0.67,30,2,G33032
12431,2022-04-16,2022-04-19,245.06,Deluxe Queen,0.77,3,3,G76472
12432,2022-04-16,2022-04-17,333.69,Executive Suite,0.82,1,1,G42192
12433,2022-04-17,2022-04-18,250.47,Deluxe Queen,0.72,14,1,G29655
12434,2022-04-17,2022-04-18,330.11,Executive Suite,0.85,3,1,G77067
12435,2022-04-17,2022-04-19,234.63,Standard King,0.73,1,2,G32313
12436,2022-04-17,2022-04-18,540.01,Presidential Suite,0.81,14,1,G16951
12437,2022-04-17,2022-04-19,323.32,Executive Suite,0.79,21,2,G91014
12438,2022-04-17,2022-04-18,256.46,Deluxe Queen,0.81,7,1,G78920
12439,2022-04-17,2022-04-18,200.03,Standard King,0.88,21,1,G61337
12440,2022-04-17,2022-04-18,258.4,Deluxe Queen,0.78,7,1,G10651
12441,2022-04-17,2022-04-18,250.02,Deluxe Queen,0.69,21,1,G72081
12442,2022-04-17,2022-04-18,350.22,Executive Suite,0.83,1,1,G34600
12443,2022-04-17,2022-04-19,550.91,Presidential Suite,0.82,3,2,G28546
12444,2022-04-17,2022-04-18,339.76,Executive Suite,0.79,1,1,G97752
12445,2022-04-17,2022-04-18,241.31,Deluxe Queen,0.75,3,1,G27106
12446,2022-04-17,2022-04-20,253.89,Deluxe Queen,0.68,3,3,G43010
12447,2022-04-17,2022-04-18,183.48,Standard Double,0.89,3,1,G92789
12448,2022-04-17,2022-04-22,321.27,Executive Suite,0.72,3,5,G15546
12449,2022-04-17,2022-04-18,211.13,Standard King,0.73,14,1,G99546
12450,2022-04-17,2022-04-22,206.75,Standard King,0.66,30,5,G21089
12451,2022-04-17,2022-04-19,330.09,Executive Suite,0.72,3,2,G85459
12452,2022-04-17,2022-04-21,545.21,Presidential Suite,0.83,14,4,G58283
12453,2022-04-17,2022-04-19,217.24,Standard King,0.9,1,2,G53457
12454,2022-04-17,2022-04-20,213.63,Standard King,0.82,1,3,G14920
12455,2022-04-17,2022-04-18,252.47,Deluxe Queen,0.71,21,1,G38329
12456,2022-04-17,2022-04-20,233.79,Standard King,0.78,1,3,G86955
12457,2022-04-17,2022-04-18,260.34,Deluxe Queen,0.85,14,1,G23392
12458,2022-04-17,2022-04-19,168.78,Standard Double,0.83,7,2,G26223
12459,2022-04-18,2022-04-19,519.02,Presidential Suite,0.9,1,1,G74563
12460,2022-04-18,2022-04-20,182.89,Standard King,0.74,90,2,G63300
12461,2022-04-18,2022-04-23,178.93,Standard Double,0.88,30,5,G76176
12462,2022-04-18,2022-04-20,317.84,Executive Suite,0.85,3,2,G75625
12463,2022-04-18,2022-04-21,318.66,Executive Suite,0.73,7,3,G34225
12464,2022-04-18,2022-04-25,210.31,Standard King,0.76,1,7,G64397
12465,2022-04-18,2022-04-21,171.99,Standard Double,0.73,7,3,G59452
12466,2022-04-18,2022-04-21,223.89,Deluxe Queen,0.8,3,3,G88128
12467,2022-04-18,2022-04-22,188.41,Standard Double,0.95,30,4,G99144
12468,2022-04-18,2022-04-20,193.17,Standard King,0.95,3,2,G19994
12469,2022-04-18,2022-04-21,229.15,Deluxe Queen,0.89,21,3,G85370
12470,2022-04-18,2022-04-19,209.35,Deluxe Queen,0.86,3,1,G54951
12471,2022-04-18,2022-04-21,173.46,Standard Double,0.77,3,3,G30667
12472,2022-04-18,2022-04-20,201.76,Standard King,0.84,1,2,G53934
12473,2022-04-18,2022-04-19,221.73,Deluxe Queen,0.9,30,1,G48528
12474,2022-04-19,2022-04-24,501.44,Presidential Suite,0.82,1,5,G12785
12475,2022-04-19,2022-04-24,214.51,Deluxe Queen,0.97,3,5,G16076
12476,2022-04-19,2022-04-20,507.75,Presidential Suite,0.93,1,1,G12355
12477,2022-04-19,2022-04-23,187.75,Standard Double,0.95,1,4,G57359
12478,2022-04-19,2022-04-21,303.41,Executive Suite,0.92,21,2,G60631
12479,2022-04-19,2022-04-20,204.9,Standard King,0.78,30,1,G33004
12480,2022-04-19,2022-04-21,187.66,Standard King,0.84,1,2,G82127
12481,2022-04-19,2022-04-20,194.95,Standard King,0.85,7,1,G83580
12482,2022-04-19,2022-04-26,202.35,Standard King,0.8,21,7,G15287
12483,2022-04-19,2022-04-23,159.68,Standard Double,0.86,1,4,G68645
12484,2022-04-19,2022-04-20,191.2,Standard King,0.96,21,1,G79285
12485,2022-04-19,2022-04-20,193.8,Standard King,0.88,7,1,G26270
12486,2022-04-19,2022-04-21,154.1,Standard Double,0.73,14,2,G16224
12487,2022-04-19,2022-04-21,494.73,Presidential Suite,0.93,14,2,G47455
12488,2022-04-19,2022-04-20,487.27,Presidential Suite,0.98,90,1,G86401
12489,2022-04-19,2022-04-21,193.61,Standard King,0.97,7,2,G65146
12490,2022-04-19,2022-04-21,502.91,Presidential Suite,0.8,14,2,G82443
12491,2022-04-20,2022-04-23,465.38,Presidential Suite,0.84,14,3,G69795
12492,2022-04-20,2022-04-21,170.57,Standard Double,0.74,7,1,G60344
12493,2022-04-20,2022-04-22,444.93,Presidential Suite,0.66,1,2,G75593
12494,2022-04-20,2022-04-23,207.78,Deluxe Queen,0.89,21,3,G34952
12495,2022-04-20,2022-04-23,142.4,Standard Double,0.72,21,3,G28519
12496,2022-04-20,2022-04-22,276.17,Executive Suite,0.75,30,2,G13009
12497,2022-04-20,2022-04-22,453.92,Presidential Suite,0.84,1,2,G14000
12498,2022-04-20,2022-04-21,266.96,Executive Suite,0.9,7,1,G39898
12499,2022-04-20,2022-04-22,459.27,Presidential Suite,0.88,14,2,G95221
12500,2022-04-20,2022-04-22,195.94,Standard King,0.79,14,2,G12293
12501,2022-04-20,2022-04-24,218.12,Deluxe Queen,0.87,60,4,G25440
12502,2022-04-20,2022-04-22,196.09,Standard King,0.66,3,2,G29299
12503,2022-04-20,2022-04-22,283.62,Executive Suite,0.76,14,2,G44870
12504,2022-04-20,2022-04-22,166.34,Standard Double,0.75,3,2,G19542
12505,2022-04-20,2022-04-22,160.6,Standard King,0.82,3,2,G99872
12506,2022-04-20,2022-04-23,190.66,Standard King,0.73,3,3,G25753
12507,2022-04-20,2022-04-23,218.73,Deluxe Queen,0.69,3,3,G87019
12508,2022-04-21,2022-04-22,218.99,Deluxe Queen,0.86,21,1,G31527
12509,2022-04-21,2022-04-22,290.09,Executive Suite,0.78,14,1,G88694
12510,2022-04-21,2022-04-23,296.29,Executive Suite,0.68,90,2,G60749
12511,2022-04-21,2022-04-22,443.08,Presidential Suite,0.8,1,1,G13340
12512,2022-04-21,2022-04-23,172.81,Standard Double,0.81,1,2,G20499
12513,2022-04-21,2022-04-22,210.19,Deluxe Queen,0.66,14,1,G63449
12514,2022-04-21,2022-04-23,194.52,Standard King,0.89,21,2,G94157
12515,2022-04-21,2022-04-22,285.08,Executive Suite,0.81,3,1,G45405
12516,2022-04-21,2022-04-23,170.83,Standard Double,0.75,7,2,G17626
12517,2022-04-21,2022-04-24,295.42,Executive Suite,0.75,14,3,G27043
12518,2022-04-21,2022-04-22,440.49,Presidential Suite,0.84,14,1,G74499
12519,2022-04-21,2022-04-25,296.91,Executive Suite,0.79,90,4,G88878
12520,2022-04-21,2022-04-22,165.76,Standard Double,0.78,3,1,G79931
12521,2022-04-21,2022-04-22,187.69,Deluxe Queen,0.71,3,1,G27388
12522,2022-04-21,2022-04-26,199.32,Deluxe Queen,0.88,3,5,G62600
12523,2022-04-21,2022-04-25,153.69,Standard Double,0.7,7,4,G31531
12524,2022-04-21,2022-04-22,138.14,Standard Double,0.7,3,1,G65299
12525,2022-04-21,2022-04-26,193.01,Standard King,0.77,3,5,G81580
12526,2022-04-22,2022-04-23,292.35,Executive Suite,0.9,1,1,G48892
12527,2022-04-22,2022-04-23,215.58,Deluxe Queen,0.95,60,1,G52339
12528,2022-04-22,2022-04-24,155.63,Standard Double,0.97,7,2,G22388
12529,2022-04-22,2022-04-29,298.52,Executive Suite,0.78,3,7,G42784
12530,2022-04-22,2022-04-24,165.93,Standard Double,0.96,30,2,G75491
12531,2022-04-22,2022-04-23,486.81,Presidential Suite,0.77,1,1,G22093
12532,2022-04-22,2022-04-24,323.27,Executive Suite,0.76,21,2,G35347
12533,2022-04-22,2022-04-27,225.78,Deluxe Queen,0.87,1,5,G74396
12534,2022-04-22,2022-04-25,497.52,Presidential Suite,0.79,21,3,G80694
12535,2022-04-22,2022-04-25,212.57,Standard King,0.9,1,3,G51738
12536,2022-04-22,2022-04-23,288.67,Executive Suite,0.97,14,1,G13003
12537,2022-04-22,2022-04-24,318.92,Executive Suite,0.84,14,2,G99226
12538,2022-04-22,2022-04-25,168.14,Standard Double,0.96,3,3,G40926
12539,2022-04-22,2022-04-25,308.23,Executive Suite,0.73,21,3,G10295
12540,2022-04-22,2022-04-23,309.12,Executive Suite,0.78,21,1,G92467
12541,2022-04-22,2022-04-23,218.12,Deluxe Queen,0.9,90,1,G96449
12542,2022-04-22,2022-04-24,205.59,Deluxe Queen,0.96,90,2,G44722
12543,2022-04-22,2022-04-25,310.28,Executive Suite,0.92,7,3,G32834
12544,2022-04-22,2022-04-23,189.27,Standard Double,0.97,7,1,G87879
12545,2022-04-22,2022-04-24,172.3,Standard Double,0.79,14,2,G91715
12546,2022-04-23,2022-04-25,536.55,Presidential Suite,0.69,1,2,G14952
12547,2022-04-23,2022-04-28,256.94,Deluxe Queen,0.71,14,5,G81078
12548,2022-04-23,2022-04-25,354.0,Executive Suite,0.78,14,2,G48255
12549,2022-04-23,2022-04-25,206.93,Standard King,0.8,21,2,G82553
12550,2022-04-23,2022-04-24,190.89,Standard Double,0.79,7,1,G70015
12551,2022-04-23,2022-04-25,192.81,Standard Double,0.69,3,2,G81299
12552,2022-04-23,2022-04-25,332.9,Executive Suite,0.89,7,2,G34479
12553,2022-04-23,2022-04-25,202.36,Standard Double,0.67,3,2,G90481
12554,2022-04-23,2022-04-25,193.78,Standard Double,0.8,7,2,G74549
12555,2022-04-23,2022-04-27,336.68,Executive Suite,0.76,7,4,G75172
12556,2022-04-23,2022-04-24,228.48,Standard King,0.7,7,1,G15004
12557,2022-04-23,2022-04-25,537.73,Presidential Suite,0.7,3,2,G91946
12558,2022-04-23,2022-04-25,209.75,Standard King,0.82,21,2,G57232
12559,2022-04-23,2022-04-25,330.24,Executive Suite,0.79,14,2,G14015
12560,2022-04-23,2022-04-27,171.72,Standard Double,0.84,1,4,G59090
12561,2022-04-23,2022-04-28,235.05,Deluxe Queen,0.8,3,5,G35704
12562,2022-04-23,2022-04-26,209.12,Standard King,0.81,3,3,G93092
12563,2022-04-23,2022-04-26,222.34,Standard King,0.85,21,3,G39123
12564,2022-04-23,2022-04-27,216.85,Standard King,0.68,7,4,G63071
12565,2022-04-23,2022-04-25,205.43,Standard King,0.7,30,2,G54287
12566,2022-04-23,2022-04-28,322.12,Executive Suite,0.89,3,5,G32525
12567,2022-04-23,2022-04-24,352.84,Executive Suite,0.74,14,1,G89683
12568,2022-04-23,2022-04-27,229.09,Deluxe Queen,0.68,30,4,G61277
12569,2022-04-23,2022-04-28,239.63,Deluxe Queen,0.72,7,5,G60630
12570,2022-04-23,2022-04-25,537.98,Presidential Suite,0.84,14,2,G47657
12571,2022-04-23,2022-04-24,233.97,Deluxe Queen,0.68,7,1,G98529
12572,2022-04-23,2022-04-24,557.97,Presidential Suite,0.88,21,1,G88512
12573,2022-04-23,2022-04-24,321.59,Executive Suite,0.73,21,1,G40935
12574,2022-04-23,2022-04-24,256.74,Deluxe Queen,0.75,3,1,G21561
12575,2022-04-24,2022-04-26,243.15,Deluxe Queen,0.68,3,2,G32742
12576,2022-04-24,2022-04-25,249.78,Deluxe Queen,0.83,3,1,G78750
12577,2022-04-24,2022-04-26,174.53,Standard Double,0.66,21,2,G91365
12578,2022-04-24,2022-04-25,263.11,Deluxe Queen,0.85,21,1,G47156
12579,2022-04-24,2022-04-26,166.41,Standard Double,0.8,7,2,G25992
12580,2022-04-24,2022-04-26,545.95,Presidential Suite,0.86,7,2,G72654
12581,2022-04-24,2022-04-25,175.87,Standard Double,0.78,21,1,G55654
12582,2022-04-24,2022-04-25,321.51,Executive Suite,0.85,3,1,G66118
12583,2022-04-24,2022-04-26,317.33,Executive Suite,0.78,14,2,G68953
12584,2022-04-24,2022-04-25,542.69,Presidential Suite,0.77,1,1,G54287
12585,2022-04-24,2022-04-27,538.49,Presidential Suite,0.79,14,3,G54503
12586,2022-04-24,2022-04-26,541.88,Presidential Suite,0.85,21,2,G90432
12587,2022-04-24,2022-04-25,232.11,Deluxe Queen,0.88,60,1,G20876
12588,2022-04-24,2022-04-25,354.42,Executive Suite,0.65,30,1,G15164
12589,2022-04-24,2022-04-26,171.24,Standard Double,0.8,7,2,G40420
12590,2022-04-24,2022-04-25,203.34,Standard Double,0.87,21,1,G25169
12591,2022-04-24,2022-04-25,259.74,Deluxe Queen,0.73,1,1,G14428
12592,2022-04-24,2022-04-26,533.16,Presidential Suite,0.7,7,2,G23155
12593,2022-04-24,2022-04-28,237.13,Deluxe Queen,0.75,7,4,G86865
12594,2022-04-24,2022-04-26,564.8,Presidential Suite,0.86,7,2,G39109
12595,2022-04-24,2022-04-26,332.96,Executive Suite,0.89,3,2,G94298
12596,2022-04-24,2022-04-25,320.99,Executive Suite,0.78,3,1,G31981
12597,2022-04-24,2022-04-29,236.52,Deluxe Queen,0.7,1,5,G32658
12598,2022-04-24,2022-04-25,557.31,Presidential Suite,0.86,1,1,G26553
12599,2022-04-24,2022-04-28,219.26,Standard King,0.81,7,4,G91797
12600,2022-04-25,2022-04-26,150.09,Standard Double,0.71,1,1,G44392
12601,2022-04-25,2022-04-28,266.41,Executive Suite,0.66,7,3,G31634
12602,2022-04-25,2022-04-28,276.16,Executive Suite,0.69,14,3,G33680
12603,2022-04-25,2022-04-27,204.2,Deluxe Queen,0.74,14,2,G92278
12604,2022-04-25,2022-04-27,204.35,Deluxe Queen,0.89,21,2,G52655
12605,2022-04-25,2022-04-27,184.74,Standard King,0.82,14,2,G69450
12606,2022-04-25,2022-04-27,295.99,Executive Suite,0.75,14,2,G82007
12607,2022-04-25,2022-04-30,188.73,Standard King,0.69,7,5,G69921
12608,2022-04-25,2022-04-28,167.93,Standard King,0.88,14,3,G95904
12609,2022-04-25,2022-04-30,473.66,Presidential Suite,0.73,30,5,G32615
12610,2022-04-25,2022-04-27,183.07,Standard King,0.84,7,2,G32438
12611,2022-04-25,2022-04-28,164.31,Standard Double,0.8,14,3,G93932
12612,2022-04-26,2022-04-27,182.13,Standard King,0.73,21,1,G57669
12613,2022-04-26,2022-04-30,191.57,Standard King,0.73,7,4,G50378
12614,2022-04-26,2022-04-28,201.72,Deluxe Queen,0.83,7,2,G74631
12615,2022-04-26,2022-04-28,166.46,Standard King,0.65,3,2,G53597
12616,2022-04-26,2022-04-28,219.62,Deluxe Queen,0.77,60,2,G25267
12617,2022-04-26,2022-04-28,195.73,Standard King,0.8,21,2,G10352
12618,2022-04-26,2022-04-28,182.84,Standard King,0.73,1,2,G97388
12619,2022-04-26,2022-04-28,453.74,Presidential Suite,0.68,7,2,G74268
12620,2022-04-26,2022-05-01,190.53,Deluxe Queen,0.78,30,5,G27126
12621,2022-04-26,2022-04-28,161.12,Standard King,0.68,60,2,G57750
12622,2022-04-26,2022-04-29,289.17,Executive Suite,0.7,1,3,G14935
12623,2022-04-26,2022-04-28,145.61,Standard Double,0.88,7,2,G71027
12624,2022-04-26,2022-04-30,455.14,Presidential Suite,0.82,3,4,G58784
12625,2022-04-26,2022-04-27,449.29,Presidential Suite,0.88,7,1,G15300
12626,2022-04-27,2022-04-29,146.13,Standard Double,0.81,30,2,G85060
12627,2022-04-27,2022-04-29,447.83,Presidential Suite,0.87,3,2,G37531
12628,2022-04-27,2022-05-01,470.94,Presidential Suite,0.69,1,4,G85653
12629,2022-04-27,2022-04-30,191.17,Standard King,0.74,7,3,G13149
12630,2022-04-27,2022-04-29,147.11,Standard Double,0.83,14,2,G35277
12631,2022-04-27,2022-04-28,159.48,Standard Double,0.75,1,1,G71616
12632,2022-04-27,2022-04-29,143.42,Standard Double,0.89,1,2,G29029
12633,2022-04-27,2022-04-28,261.94,Executive Suite,0.7,1,1,G25476
12634,2022-04-27,2022-04-30,276.4,Executive Suite,0.68,1,3,G98268
12635,2022-04-27,2022-04-29,139.64,Standard Double,0.88,1,2,G15485
12636,2022-04-27,2022-04-28,159.7,Standard Double,0.74,1,1,G79357
12637,2022-04-27,2022-04-28,297.3,Executive Suite,0.83,7,1,G14852
12638,2022-04-27,2022-04-29,207.88,Deluxe Queen,0.78,3,2,G96551
12639,2022-04-28,2022-04-30,341.03,Executive Suite,0.94,3,2,G29612
12640,2022-04-28,2022-04-29,232.05,Deluxe Queen,0.95,1,1,G61745
12641,2022-04-28,2022-04-30,530.62,Presidential Suite,0.98,1,2,G27646
12642,2022-04-28,2022-04-30,218.85,Standard King,0.98,1,2,G35382
12643,2022-04-28,2022-04-30,264.78,Deluxe Queen,0.98,3,2,G95872
12644,2022-04-28,2022-04-29,197.21,Standard Double,0.96,14,1,G26803
12645,2022-04-28,2022-04-29,544.86,Presidential Suite,0.98,1,1,G25551
12646,2022-04-28,2022-04-30,206.02,Standard King,0.89,3,2,G58062
12647,2022-04-28,2022-05-02,327.28,Executive Suite,0.82,3,4,G19823
12648,2022-04-28,2022-05-05,196.03,Standard King,0.92,30,7,G57424
12649,2022-04-28,2022-04-29,531.48,Presidential Suite,0.83,7,1,G88520
12650,2022-04-28,2022-05-01,527.46,Presidential Suite,0.92,60,3,G87438
12651,2022-04-28,2022-04-29,181.49,Standard Double,0.94,21,1,G24029
12652,2022-04-28,2022-05-03,237.78,Deluxe Queen,0.98,1,5,G92802
12653,2022-04-28,2022-05-01,173.87,Standard Double,0.87,3,3,G26343
12654,2022-04-28,2022-05-02,189.65,Standard Double,0.93,3,4,G93864
12655,2022-04-28,2022-05-02,329.74,Executive Suite,0.83,3,4,G68040
12656,2022-04-28,2022-05-05,552.08,Presidential Suite,0.92,3,7,G32607
12657,2022-04-28,2022-05-01,205.05,Standard King,0.98,1,3,G70521
12658,2022-04-28,2022-04-29,315.11,Executive Suite,0.84,1,1,G77394
12659,2022-04-28,2022-04-29,166.55,Standard Double,0.98,30,1,G82593
12660,2022-04-29,2022-04-30,167.97,Standard Double,0.85,30,1,G65549
12661,2022-04-29,2022-04-30,481.7,Presidential Suite,0.91,1,1,G58004
12662,2022-04-29,2022-05-01,291.8,Executive Suite,0.76,21,2,G54920
12663,2022-04-29,2022-04-30,168.54,Standard Double,0.84,1,1,G42309
12664,2022-04-29,2022-04-30,168.48,Standard Double,0.74,1,1,G47712
12665,2022-04-29,2022-05-04,243.8,Deluxe Queen,0.78,7,5,G62509
12666,2022-04-29,2022-04-30,182.07,Standard King,0.84,1,1,G55735
12667,2022-04-29,2022-05-01,514.38,Presidential Suite,0.91,3,2,G88139
12668,2022-04-29,2022-04-30,224.85,Deluxe Queen,0.81,7,1,G97955
12669,2022-04-29,2022-04-30,201.78,Standard King,0.96,21,1,G43321
12670,2022-04-29,2022-05-01,323.09,Executive Suite,0.82,1,2,G18398
12671,2022-04-29,2022-04-30,489.62,Presidential Suite,0.73,21,1,G17547
12672,2022-04-29,2022-05-01,221.12,Deluxe Queen,0.81,3,2,G87242
12673,2022-04-29,2022-05-02,180.2,Standard Double,0.88,1,3,G97364
12674,2022-04-29,2022-04-30,292.47,Executive Suite,0.89,1,1,G86751
12675,2022-04-29,2022-05-04,199.26,Standard King,0.91,1,5,G92716
12676,2022-04-29,2022-05-01,227.97,Deluxe Queen,0.91,14,2,G51506
12677,2022-04-29,2022-05-01,179.19,Standard King,0.93,7,2,G49010
12678,2022-04-30,2022-05-04,557.87,Presidential Suite,0.8,3,4,G74595
12679,2022-04-30,2022-05-01,220.92,Standard King,0.82,7,1,G64339
12680,2022-04-30,2022-05-03,339.12,Executive Suite,0.88,1,3,G23051
12681,2022-04-30,2022-05-01,203.65,Standard King,0.77,1,1,G44887
12682,2022-04-30,2022-05-01,204.33,Standard King,0.7,3,1,G77552
12683,2022-04-30,2022-05-02,548.8,Presidential Suite,0.9,30,2,G68467
12684,2022-04-30,2022-05-03,167.68,Standard Double,0.87,3,3,G96549
12685,2022-04-30,2022-05-02,196.05,Standard King,0.85,7,2,G80851
12686,2022-04-30,2022-05-02,199.23,Standard King,0.82,21,2,G96411
12687,2022-04-30,2022-05-02,190.23,Standard Double,0.86,3,2,G81532
