Date of booking,Room type,Daily room rate,Occupancy status,Season,Special event indicator,Revenue generated,Guest satisfaction rating,Cancellation status
17-02-2022,Deluxe,310.19,Available,Peak,0,17728.05,3,Completed
17-02-2022,Suite,306.34,Available,Off-Peak,0,16981.39,3,Completed
17-02-2022,Standard,219.81,Available,Peak,0,19902.82,5,Completed
17-02-2022,Deluxe,371.72,Occupied,Off-Peak,1,17585.14,3,Completed
17-02-2022,Deluxe,474.35,Occupied,Off-Peak,0,19292.76,2,Cancelled
17-02-2022,Standard,298.72,Occupied,Off-Peak,0,15806.94,3,Completed
17-02-2022,Suite,337.88,Occupied,Peak,1,13729.37,4,Cancelled
17-02-2022,Deluxe,306.34,Occupied,Off-Peak,0,12259.19,1,Completed
17-02-2022,Deluxe,246.48,Occupied,Peak,0,11663.45,3,Completed
17-02-2022,Suite,163.44,Available,Off-Peak,0,6974.15,3,Completed
17-02-2022,Suite,247.07,Occupied,Peak,0,10440.3,2,Completed
17-02-2022,Deluxe,195.6,Occupied,Off-Peak,1,10295.73,4,Completed
17-02-2022,Suite,427.81,Occupied,Peak,0,12463.27,3,Completed
18-02-2022,Deluxe,291.37,Occupied,Peak,0,22811.22,4,Cancelled
18-02-2022,Deluxe,274.06,Occupied,Peak,0,14212.19,4,Completed
18-02-2022,Deluxe,366.69,Occupied,Peak,0,16208.83,2,Completed
18-02-2022,Deluxe,215.87,Occupied,Off-Peak,0,16366.6,3,Completed
18-02-2022,Standard,242.49,Occupied,Off-Peak,0,22937.9,2,Completed
18-02-2022,Suite,305.11,Occupied,Peak,0,12122.07,1,Completed
18-02-2022,Suite,377.16,Available,Off-Peak,0,13887.39,4,Completed
18-02-2022,Standard,337.63,Available,Off-Peak,0,14469,4,Completed
18-02-2022,Suite,318.62,Occupied,Off-Peak,0,20682.67,2,Completed
18-02-2022,Standard,305.86,Occupied,Peak,0,21720.53,4,Completed
18-02-2022,Standard,330.02,Available,Off-Peak,0,17372.92,5,Completed
18-02-2022,Deluxe,315.12,Occupied,Peak,0,21164.55,1,Completed
18-02-2022,Standard,222.75,Occupied,Off-Peak,1,15888.3,3,Completed
18-02-2022,Suite,303.46,Occupied,Off-Peak,0,14136.98,4,Completed
18-02-2022,Suite,219.47,Occupied,Off-Peak,0,20893.62,1,Cancelled
18-02-2022,Deluxe,306.08,Available,Off-Peak,1,17438.09,4,Completed
18-02-2022,Standard,263.95,Available,Off-Peak,0,11322.35,5,Completed
18-02-2022,Standard,490.45,Occupied,Peak,0,19987.1,1,Completed
18-02-2022,Deluxe,297.01,Occupied,Off-Peak,1,13957.54,5,Completed
18-02-2022,Suite,194.68,Occupied,Peak,0,13345.88,3,Cancelled
18-02-2022,Deluxe,289.94,Occupied,Peak,0,19465.02,2,Completed
18-02-2022,Standard,338.95,Available,Off-Peak,0,14555.84,3,Completed
18-02-2022,Deluxe,425.5,Occupied,Off-Peak,1,16944.79,1,Completed
18-02-2022,Deluxe,255.79,Occupied,Off-Peak,1,18309.7,4,Completed
19-02-2022,Deluxe,181.32,Available,Off-Peak,1,11085.28,1,Completed
19-02-2022,Standard,361.26,Available,Off-Peak,0,16924.25,4,Completed
19-02-2022,Deluxe,196.46,Available,Peak,0,21747.37,3,Completed
19-02-2022,Deluxe,267.29,Occupied,Peak,0,10217.66,3,Completed
19-02-2022,Suite,280.68,Occupied,Off-Peak,0,17249.54,2,Completed
19-02-2022,Standard,294.78,Occupied,Peak,1,10852.66,3,Completed
19-02-2022,Deluxe,351.69,Occupied,Off-Peak,0,20106.99,2,Completed
19-02-2022,Suite,248.73,Available,Off-Peak,0,20059.53,4,Completed
19-02-2022,Standard,279.47,Occupied,Off-Peak,0,13228.39,2,Completed
19-02-2022,Suite,298.93,Available,Off-Peak,0,26048.14,4,Completed
19-02-2022,Deluxe,311.22,Occupied,Peak,0,20533.13,3,Completed
19-02-2022,Standard,307.34,Available,Off-Peak,0,18534.64,4,Completed
19-02-2022,Standard,332.7,Occupied,Peak,0,18253.05,4,Completed
19-02-2022,Deluxe,363.29,Available,Off-Peak,0,19919.63,3,Completed
19-02-2022,Standard,329.45,Occupied,Peak,1,10021.79,4,Cancelled
19-02-2022,Deluxe,334.02,Occupied,Off-Peak,0,15973.04,3,Completed
19-02-2022,Standard,181.33,Available,Off-Peak,0,16915.95,5,Completed
19-02-2022,Deluxe,303.77,Occupied,Off-Peak,1,12999.32,4,Completed
19-02-2022,Standard,335.96,Occupied,Off-Peak,0,17323.98,4,Completed
19-02-2022,Suite,354.67,Available,Off-Peak,0,21158.47,5,Completed
19-02-2022,Suite,248.07,Occupied,Off-Peak,0,12891.15,5,Completed
19-02-2022,Suite,250.57,Occupied,Off-Peak,0,14727.88,4,Completed
19-02-2022,Deluxe,256.94,Occupied,Off-Peak,0,10897.07,1,Completed
19-02-2022,Standard,340.23,Available,Off-Peak,0,6065.05,4,Completed
20-02-2022,Deluxe,377.54,Occupied,Off-Peak,0,18894.66,3,Completed
20-02-2022,Standard,269.44,Occupied,Off-Peak,0,14871.33,4,Completed
20-02-2022,Standard,368.1,Occupied,Peak,0,15237.9,4,Completed
20-02-2022,Standard,309.26,Occupied,Off-Peak,0,10066.13,4,Completed
20-02-2022,Standard,290.68,Occupied,Off-Peak,0,14072.48,4,Completed
20-02-2022,Deluxe,284.15,Occupied,Off-Peak,0,20482.97,4,Cancelled
20-02-2022,Deluxe,356,Occupied,Off-Peak,0,15004.11,2,Completed
20-02-2022,Standard,324.42,Occupied,Off-Peak,0,15145.92,2,Completed
20-02-2022,Standard,470.69,Occupied,Off-Peak,0,16037.64,4,Completed
20-02-2022,Suite,236.08,Occupied,Peak,0,8818.09,3,Completed
20-02-2022,Standard,338.86,Occupied,Off-Peak,1,18124.6,4,Cancelled
20-02-2022,Standard,260.31,Occupied,Off-Peak,0,8724.01,2,Completed
20-02-2022,Standard,234.8,Occupied,Off-Peak,0,10301.92,2,Completed
20-02-2022,Deluxe,299.18,Occupied,Off-Peak,0,9753.93,4,Completed
20-02-2022,Deluxe,310.3,Occupied,Peak,0,14123.88,4,Completed
20-02-2022,Standard,518.86,Available,Off-Peak,0,13237.74,3,Completed
20-02-2022,Standard,286.19,Occupied,Off-Peak,1,14993.87,3,Completed
20-02-2022,Deluxe,215.24,Occupied,Peak,0,10473.72,1,Completed
20-02-2022,Deluxe,320.48,Occupied,Off-Peak,1,20027.48,1,Completed
20-02-2022,Standard,144.4,Occupied,Off-Peak,0,19170.14,1,Completed
20-02-2022,Suite,293.1,Available,Off-Peak,0,14130.93,4,Completed
20-02-2022,Standard,301.2,Occupied,Off-Peak,1,12608.17,5,Completed
20-02-2022,Standard,359.6,Occupied,Off-Peak,0,12103.21,3,Completed
20-02-2022,Suite,373.02,Occupied,Off-Peak,1,13449.28,1,Completed
21-02-2022,Standard,262.23,Occupied,Off-Peak,1,7998.77,4,Completed
21-02-2022,Deluxe,288.7,Occupied,Off-Peak,0,10201.96,5,Completed
21-02-2022,Standard,242.54,Occupied,Off-Peak,0,19300.6,2,Completed
21-02-2022,Standard,215.4,Available,Off-Peak,0,16509.06,3,Cancelled
21-02-2022,Suite,323.24,Occupied,Off-Peak,0,23171.37,2,Completed
21-02-2022,Standard,204.48,Occupied,Peak,0,13504.02,2,Cancelled
21-02-2022,Suite,268.9,Occupied,Peak,0,13192.43,4,Completed
21-02-2022,Standard,225.36,Occupied,Off-Peak,0,12960.51,5,Cancelled
21-02-2022,Standard,341.23,Occupied,Off-Peak,0,13404.18,4,Completed
21-02-2022,Standard,435.11,Occupied,Peak,0,11700.23,5,Completed
21-02-2022,Deluxe,202.38,Occupied,Peak,0,16354.94,3,Completed
21-02-2022,Standard,161.02,Occupied,Peak,0,15145.52,5,Completed
21-02-2022,Suite,290.63,Available,Off-Peak,0,12450.43,2,Completed
21-02-2022,Standard,301.18,Occupied,Off-Peak,0,21255.74,2,Completed
21-02-2022,Suite,316.4,Available,Off-Peak,0,24482.91,4,Completed
21-02-2022,Standard,266.53,Occupied,Off-Peak,0,20832.89,3,Cancelled
21-02-2022,Suite,284.95,Occupied,Off-Peak,1,17790.62,3,Cancelled
21-02-2022,Deluxe,327.56,Available,Peak,0,18808.85,4,Cancelled
21-02-2022,Deluxe,378.03,Occupied,Off-Peak,0,24282.08,3,Cancelled
21-02-2022,Suite,153.37,Available,Off-Peak,0,18801.6,4,Completed
21-02-2022,Deluxe,272.33,Available,Off-Peak,0,12074.07,3,Completed
21-02-2022,Deluxe,316.04,Occupied,Off-Peak,0,16961.36,4,Cancelled
21-02-2022,Standard,231.15,Occupied,Off-Peak,0,18131.22,3,Completed
21-02-2022,Standard,429.84,Occupied,Off-Peak,0,10026.41,4,Completed
22-02-2022,Suite,252.34,Available,Off-Peak,0,13575.35,1,Completed
22-02-2022,Deluxe,296.9,Available,Off-Peak,1,20501.96,4,Cancelled
22-02-2022,Deluxe,341.7,Occupied,Off-Peak,0,5882.54,4,Completed
22-02-2022,Standard,255.65,Occupied,Peak,0,8747.86,2,Completed
22-02-2022,Standard,161.51,Occupied,Off-Peak,0,14117.96,2,Completed
22-02-2022,Standard,267.85,Occupied,Off-Peak,0,16768.4,3,Completed
22-02-2022,Deluxe,377.21,Occupied,Peak,0,8211.84,4,Completed
22-02-2022,Standard,274.73,Occupied,Peak,0,14366.05,4,Cancelled
22-02-2022,Standard,236.52,Occupied,Peak,0,20768.84,3,Cancelled
22-02-2022,Standard,369.43,Occupied,Off-Peak,0,15343.26,4,Cancelled
22-02-2022,Standard,275.19,Available,Off-Peak,0,19695.44,5,Completed
22-02-2022,Deluxe,261.74,Available,Peak,0,12039.43,1,Cancelled
22-02-2022,Standard,311.21,Available,Peak,0,10950.42,3,Cancelled
22-02-2022,Deluxe,357.81,Available,Off-Peak,0,19244.37,4,Completed
22-02-2022,Standard,478.63,Occupied,Peak,0,16846.33,4,Cancelled
22-02-2022,Standard,362.04,Occupied,Peak,0,9072.02,1,Completed
22-02-2022,Standard,386.99,Occupied,Off-Peak,0,10995.8,2,Completed
22-02-2022,Standard,262.05,Available,Off-Peak,0,22822.91,1,Cancelled
22-02-2022,Standard,223.06,Available,Peak,0,10377.22,4,Cancelled
22-02-2022,Standard,304.67,Available,Off-Peak,1,19671.64,4,Completed
22-02-2022,Deluxe,308.04,Available,Peak,0,12609.07,2,Completed
22-02-2022,Standard,219.11,Occupied,Off-Peak,1,14984.12,3,Completed
22-02-2022,Deluxe,286.85,Occupied,Peak,0,16472.96,3,Completed
22-02-2022,Suite,329.95,Occupied,Peak,0,4495.09,5,Completed
23-02-2022,Deluxe,327.03,Occupied,Off-Peak,0,7686.41,2,Completed
23-02-2022,Standard,337.82,Occupied,Off-Peak,0,15431.67,4,Completed
23-02-2022,Standard,321.82,Occupied,Peak,1,11378.46,4,Completed
23-02-2022,Standard,261.97,Occupied,Peak,0,19982.91,5,Cancelled
23-02-2022,Standard,261.46,Occupied,Off-Peak,0,6969.4,4,Completed
23-02-2022,Suite,210.08,Occupied,Off-Peak,0,17826.28,3,Completed
23-02-2022,Standard,433.86,Occupied,Peak,0,8118.89,5,Cancelled
23-02-2022,Standard,301.01,Occupied,Off-Peak,1,13239.48,4,Completed
23-02-2022,Deluxe,283.14,Occupied,Peak,0,9678.11,4,Completed
23-02-2022,Deluxe,230.34,Occupied,Off-Peak,0,24512.15,1,Completed
23-02-2022,Deluxe,520.17,Available,Peak,0,8302.54,1,Completed
23-02-2022,Standard,219.5,Occupied,Peak,1,14389.7,4,Completed
23-02-2022,Standard,267.84,Occupied,Peak,0,6365.82,5,Completed
23-02-2022,Deluxe,331.19,Available,Off-Peak,1,22997.85,4,Completed
23-02-2022,Standard,345.02,Available,Off-Peak,0,17006.41,5,Completed
23-02-2022,Standard,371.84,Available,Off-Peak,0,15684.87,4,Completed
23-02-2022,Standard,435.57,Occupied,Peak,0,22371.56,3,Completed
23-02-2022,Standard,337.96,Occupied,Peak,0,15737.11,4,Completed
23-02-2022,Standard,220.8,Occupied,Off-Peak,0,16097.86,4,Cancelled
23-02-2022,Standard,280.73,Occupied,Peak,0,15658.63,4,Completed
23-02-2022,Deluxe,323.09,Available,Off-Peak,0,17818.17,5,Completed
23-02-2022,Deluxe,455.12,Occupied,Peak,0,12537.79,3,Completed
23-02-2022,Suite,195.16,Occupied,Off-Peak,1,13928.56,1,Completed
23-02-2022,Standard,390.19,Occupied,Off-Peak,0,19051.67,5,Completed
24-02-2022,Standard,313.49,Occupied,Off-Peak,0,16386.86,2,Cancelled
24-02-2022,Standard,362.84,Occupied,Peak,0,14428.78,4,Completed
24-02-2022,Deluxe,292.35,Available,Peak,0,7997.39,5,Completed
24-02-2022,Deluxe,236.82,Available,Off-Peak,1,22490.25,3,Completed
24-02-2022,Standard,356.32,Available,Off-Peak,0,11692.73,5,Completed
24-02-2022,Suite,349.08,Occupied,Off-Peak,0,19936.19,3,Cancelled
24-02-2022,Standard,372.9,Occupied,Off-Peak,0,15878.77,4,Completed
24-02-2022,Deluxe,299,Occupied,Off-Peak,0,8532.75,1,Completed
24-02-2022,Deluxe,255.01,Occupied,Off-Peak,0,21261.38,4,Completed
24-02-2022,Suite,183.09,Available,Off-Peak,0,16272.7,4,Completed
24-02-2022,Deluxe,361.45,Occupied,Off-Peak,0,21676.73,3,Completed
24-02-2022,Suite,331.79,Available,Off-Peak,0,14087.96,4,Completed
24-02-2022,Standard,227.57,Occupied,Off-Peak,1,18520.26,5,Completed
24-02-2022,Suite,259.61,Occupied,Off-Peak,0,6187.36,4,Cancelled
24-02-2022,Standard,264.99,Occupied,Off-Peak,1,12498.92,5,Completed
24-02-2022,Suite,188.78,Occupied,Off-Peak,1,8635.03,3,Cancelled
24-02-2022,Deluxe,238.67,Available,Off-Peak,0,13126.08,4,Completed
24-02-2022,Suite,214.96,Occupied,Off-Peak,0,17359.06,3,Completed
24-02-2022,Standard,269.06,Available,Peak,0,11977.1,5,Cancelled
24-02-2022,Deluxe,244.6,Available,Peak,0,19319.21,1,Completed
24-02-2022,Deluxe,177.97,Occupied,Off-Peak,0,10716.94,3,Completed
24-02-2022,Deluxe,451.69,Available,Off-Peak,0,19426.18,3,Completed
24-02-2022,Standard,393.94,Occupied,Peak,0,21548.79,3,Completed
24-02-2022,Standard,241.57,Occupied,Off-Peak,0,20067.63,5,Completed
25-02-2022,Standard,320.43,Available,Peak,0,13279.05,3,Completed
25-02-2022,Standard,331.31,Available,Peak,0,4372.73,5,Completed
25-02-2022,Suite,389.33,Occupied,Off-Peak,0,17910.83,3,Completed
25-02-2022,Standard,238.6,Occupied,Off-Peak,0,14373.83,5,Completed
25-02-2022,Suite,381.91,Occupied,Peak,1,10108.04,4,Cancelled
25-02-2022,Standard,258.91,Occupied,Off-Peak,0,12218.6,3,Completed
25-02-2022,Standard,199.81,Occupied,Peak,0,22172.13,3,Completed
25-02-2022,Deluxe,354.31,Available,Off-Peak,0,9313.3,3,Cancelled
25-02-2022,Deluxe,396.81,Occupied,Peak,0,17341.55,3,Cancelled
25-02-2022,Standard,494.09,Occupied,Peak,0,16089.79,3,Completed
25-02-2022,Deluxe,210.02,Occupied,Off-Peak,0,13213.06,2,Completed
25-02-2022,Deluxe,352.42,Occupied,Off-Peak,1,18222.66,3,Completed
25-02-2022,Standard,269.26,Occupied,Peak,0,23161.23,4,Cancelled
25-02-2022,Suite,358.75,Occupied,Off-Peak,0,13520.14,3,Completed
25-02-2022,Suite,189.71,Available,Peak,0,13784.1,4,Completed
25-02-2022,Deluxe,205.29,Occupied,Off-Peak,0,18110.32,5,Cancelled
25-02-2022,Standard,241.81,Occupied,Peak,0,19591.21,3,Completed
25-02-2022,Deluxe,305.92,Available,Off-Peak,0,14361.46,3,Completed
25-02-2022,Standard,251.92,Occupied,Off-Peak,1,13473.13,2,Completed
25-02-2022,Standard,349.43,Occupied,Off-Peak,0,3911.77,3,Completed
25-02-2022,Standard,377.02,Occupied,Off-Peak,0,11109.96,4,Completed
25-02-2022,Standard,344.97,Occupied,Off-Peak,0,9303.44,2,Completed
25-02-2022,Suite,421.41,Occupied,Off-Peak,0,18423.12,2,Completed
25-02-2022,Deluxe,331.19,Occupied,Peak,0,13780.49,3,Completed
26-02-2022,Deluxe,208.73,Available,Off-Peak,0,13584.89,5,Completed
26-02-2022,Standard,402.25,Available,Off-Peak,1,14954.72,4,Completed
26-02-2022,Standard,254.61,Occupied,Off-Peak,0,10649.12,5,Completed
26-02-2022,Standard,368.28,Occupied,Off-Peak,0,22766.24,5,Completed
26-02-2022,Suite,418.03,Occupied,Peak,1,21490.97,2,Completed
26-02-2022,Standard,334.25,Occupied,Off-Peak,0,23090.53,1,Cancelled
26-02-2022,Suite,187.79,Occupied,Off-Peak,0,18417.09,3,Cancelled
26-02-2022,Deluxe,231.13,Occupied,Peak,0,14852.61,4,Completed
26-02-2022,Standard,399.21,Occupied,Off-Peak,0,23073.65,4,Completed
26-02-2022,Deluxe,287.32,Available,Off-Peak,0,11595.17,2,Completed
26-02-2022,Standard,305.97,Occupied,Off-Peak,0,10643.96,2,Completed
26-02-2022,Suite,356.91,Available,Peak,0,11992.44,1,Completed
26-02-2022,Suite,352.22,Available,Off-Peak,0,17614.36,5,Completed
26-02-2022,Standard,320.91,Occupied,Peak,0,11189.47,5,Cancelled
26-02-2022,Standard,284.35,Available,Off-Peak,1,14223.14,2,Completed
26-02-2022,Deluxe,276.55,Available,Off-Peak,0,6990.72,2,Completed
26-02-2022,Suite,364.34,Occupied,Off-Peak,0,17405.49,1,Completed
26-02-2022,Standard,341.52,Occupied,Peak,0,7414.48,5,Completed
26-02-2022,Deluxe,280.7,Occupied,Off-Peak,0,10339.19,5,Completed
26-02-2022,Deluxe,381.16,Available,Off-Peak,1,21085.84,3,Completed
26-02-2022,Deluxe,290.32,Occupied,Peak,0,20901.59,3,Cancelled
26-02-2022,Standard,236.13,Occupied,Off-Peak,0,16871.57,3,Completed
26-02-2022,Deluxe,243.08,Occupied,Off-Peak,0,16378.32,4,Completed
26-02-2022,Suite,226.59,Occupied,Off-Peak,0,12345.2,4,Completed
27-02-2022,Standard,279.57,Occupied,Peak,0,11135.48,4,Cancelled
27-02-2022,Standard,392.53,Available,Peak,1,13188.79,5,Completed
27-02-2022,Suite,239.62,Occupied,Off-Peak,0,7431.73,1,Completed
27-02-2022,Standard,314.14,Available,Peak,1,16262.24,4,Completed
27-02-2022,Suite,250.75,Available,Peak,0,15244.16,3,Completed
27-02-2022,Standard,280.48,Occupied,Off-Peak,1,10332.89,3,Completed
27-02-2022,Standard,186.75,Occupied,Peak,0,22843.41,4,Completed
27-02-2022,Suite,283.46,Available,Off-Peak,1,18034.57,5,Completed
27-02-2022,Standard,285.47,Available,Off-Peak,0,18459.21,4,Completed
27-02-2022,Deluxe,340.52,Occupied,Off-Peak,1,12563.3,4,Completed
27-02-2022,Standard,316.75,Occupied,Off-Peak,0,14993.35,4,Completed
27-02-2022,Deluxe,210.12,Occupied,Peak,0,18136.86,3,Completed
27-02-2022,Standard,381.31,Available,Peak,0,15763.91,4,Completed
27-02-2022,Standard,315.77,Available,Off-Peak,1,23009.5,4,Completed
27-02-2022,Suite,314.88,Occupied,Off-Peak,0,13981.06,4,Cancelled
27-02-2022,Standard,299.31,Available,Off-Peak,0,12477.2,4,Cancelled
27-02-2022,Deluxe,261.17,Occupied,Off-Peak,0,18171.26,4,Completed
27-02-2022,Standard,316.34,Available,Peak,0,8676.76,5,Cancelled
27-02-2022,Deluxe,335.67,Occupied,Off-Peak,0,19621.48,3,Cancelled
27-02-2022,Standard,168.98,Occupied,Peak,0,8496.44,5,Completed
27-02-2022,Suite,259.59,Occupied,Peak,0,18192.92,5,Cancelled
27-02-2022,Standard,280.88,Occupied,Off-Peak,0,11758.63,2,Completed
27-02-2022,Standard,319.21,Occupied,Off-Peak,1,17382.92,4,Completed
27-02-2022,Standard,389.5,Occupied,Off-Peak,1,19536.71,2,Completed
28-02-2022,Standard,242.12,Occupied,Peak,0,15767.11,1,Completed
28-02-2022,Deluxe,262.65,Occupied,Peak,0,9001.9,4,Completed
28-02-2022,Standard,261.56,Occupied,Peak,0,10516.12,5,Completed
28-02-2022,Suite,239.89,Available,Peak,0,11356.7,1,Completed
28-02-2022,Standard,273.96,Available,Peak,0,5524.97,5,Cancelled
28-02-2022,Standard,357.81,Occupied,Off-Peak,0,20637.39,4,Completed
28-02-2022,Deluxe,220.96,Occupied,Off-Peak,0,15550.54,5,Completed
28-02-2022,Deluxe,332.09,Occupied,Peak,0,9322.41,5,Completed
28-02-2022,Standard,172.36,Available,Peak,0,22278.37,5,Completed
28-02-2022,Standard,257.9,Available,Off-Peak,0,11493.36,4,Completed
28-02-2022,Standard,275.29,Occupied,Off-Peak,0,16252.86,5,Completed
28-02-2022,Deluxe,425.61,Available,Off-Peak,0,10873.65,2,Completed
28-02-2022,Deluxe,279.39,Available,Peak,0,4908.7,3,Completed
28-02-2022,Standard,134.91,Available,Peak,0,8177.8,2,Completed
28-02-2022,Suite,150.08,Occupied,Off-Peak,0,12757.55,4,Cancelled
28-02-2022,Suite,302.55,Occupied,Off-Peak,0,19491.48,2,Completed
28-02-2022,Deluxe,346.03,Occupied,Off-Peak,0,16732.67,2,Completed
28-02-2022,Suite,328.16,Occupied,Off-Peak,0,15701.03,5,Completed
28-02-2022,Standard,312.57,Occupied,Peak,0,4949.86,4,Completed
28-02-2022,Standard,387.17,Occupied,Off-Peak,0,21350.43,5,Completed
28-02-2022,Standard,259.53,Occupied,Off-Peak,0,16118.4,2,Completed
28-02-2022,Standard,367.12,Occupied,Off-Peak,0,14402.91,3,Completed
28-02-2022,Deluxe,177.6,Occupied,Off-Peak,0,20662.12,3,Completed
28-02-2022,Suite,232.13,Occupied,Off-Peak,0,21237.48,1,Completed
01-03-2022,Standard,164.47,Available,Peak,0,20772.95,3,Completed
01-03-2022,Standard,279.39,Available,Peak,1,13764.57,3,Completed
01-03-2022,Standard,296.53,Occupied,Off-Peak,0,9982.62,1,Completed
01-03-2022,Suite,308.56,Occupied,Peak,0,19944.61,4,Cancelled
01-03-2022,Standard,304.64,Occupied,Off-Peak,0,8174.73,3,Completed
01-03-2022,Deluxe,230.43,Occupied,Off-Peak,0,24736.28,1,Completed
01-03-2022,Standard,285.73,Available,Peak,0,15140,4,Completed
01-03-2022,Standard,187.69,Occupied,Peak,0,9695.58,4,Completed
01-03-2022,Suite,402.24,Occupied,Off-Peak,1,8840.66,5,Completed
01-03-2022,Suite,277.23,Available,Peak,0,8611.98,3,Completed
01-03-2022,Standard,263.33,Occupied,Peak,0,15701.81,5,Completed
01-03-2022,Suite,419.17,Occupied,Peak,0,14968.04,5,Completed
01-03-2022,Deluxe,206.83,Occupied,Off-Peak,0,8820.39,4,Completed
01-03-2022,Suite,215.58,Occupied,Peak,1,13217.72,3,Cancelled
01-03-2022,Standard,217.78,Occupied,Off-Peak,0,8160.32,1,Completed
01-03-2022,Deluxe,294.91,Occupied,Off-Peak,0,17946.51,4,Completed
01-03-2022,Standard,332.37,Occupied,Peak,1,14727.03,4,Completed
01-03-2022,Deluxe,355.48,Available,Peak,0,13107.99,5,Completed
01-03-2022,Standard,492.9,Occupied,Off-Peak,0,8559.45,4,Completed
01-03-2022,Standard,131.29,Available,Off-Peak,1,13499.22,5,Completed
01-03-2022,Standard,345.66,Occupied,Peak,0,12926.36,5,Cancelled
01-03-2022,Deluxe,258.22,Occupied,Peak,0,16588.63,5,Completed
01-03-2022,Standard,256.02,Occupied,Off-Peak,0,15835.09,3,Completed
01-03-2022,Deluxe,253.52,Occupied,Off-Peak,1,18960.3,2,Completed
02-03-2022,Suite,231.84,Occupied,Peak,1,12577.12,4,Cancelled
02-03-2022,Standard,426.34,Occupied,Off-Peak,0,5697.94,4,Completed
02-03-2022,Deluxe,363.17,Available,Peak,1,19955.46,2,Cancelled
02-03-2022,Standard,301.74,Occupied,Peak,0,10319.84,4,Completed
02-03-2022,Suite,401.33,Occupied,Peak,0,9465.41,4,Cancelled
02-03-2022,Standard,186.56,Available,Off-Peak,0,14784.42,2,Completed
02-03-2022,Deluxe,200.2,Occupied,Off-Peak,0,16511.35,4,Completed
02-03-2022,Suite,136.65,Occupied,Off-Peak,0,12345.82,5,Completed
02-03-2022,Suite,247.54,Available,Off-Peak,0,12306.54,4,Completed
02-03-2022,Deluxe,312.13,Occupied,Off-Peak,0,13044.87,4,Completed
02-03-2022,Standard,307.71,Occupied,Peak,1,22082.7,1,Completed
02-03-2022,Deluxe,311.2,Occupied,Peak,0,14986.61,4,Cancelled
02-03-2022,Suite,194.17,Occupied,Off-Peak,1,10160.19,5,Completed
02-03-2022,Deluxe,360.24,Occupied,Off-Peak,1,10211.08,3,Cancelled
02-03-2022,Standard,317.97,Occupied,Off-Peak,0,13745.58,3,Cancelled
02-03-2022,Suite,354.98,Available,Peak,0,16189.29,4,Completed
02-03-2022,Deluxe,158.04,Available,Peak,0,17419.9,5,Completed
02-03-2022,Deluxe,323.36,Occupied,Off-Peak,0,15620.79,2,Cancelled
02-03-2022,Standard,210.92,Occupied,Peak,0,10790.63,3,Completed
02-03-2022,Deluxe,270.2,Available,Off-Peak,0,12880.29,2,Completed
02-03-2022,Standard,340.08,Occupied,Off-Peak,0,18669.54,3,Completed
02-03-2022,Deluxe,306.83,Occupied,Peak,0,9269.54,4,Completed
02-03-2022,Standard,236.13,Occupied,Peak,0,12671.23,5,Cancelled
02-03-2022,Deluxe,300.47,Available,Peak,0,17987.31,3,Completed
03-03-2022,Suite,185.13,Occupied,Peak,0,19376.41,4,Cancelled
03-03-2022,Standard,386.27,Available,Off-Peak,1,14035.42,5,Cancelled
03-03-2022,Suite,284.6,Occupied,Peak,0,12943.97,3,Completed
03-03-2022,Standard,383.89,Occupied,Peak,1,8389.41,4,Completed
03-03-2022,Suite,260.51,Occupied,Off-Peak,0,17628.2,4,Completed
03-03-2022,Deluxe,260.73,Occupied,Off-Peak,0,21593.9,3,Completed
03-03-2022,Deluxe,242.69,Available,Peak,0,27825.77,2,Completed
03-03-2022,Deluxe,365.71,Available,Off-Peak,0,16932.23,4,Completed
03-03-2022,Suite,246.79,Occupied,Off-Peak,0,14745.6,3,Completed
03-03-2022,Standard,348.34,Available,Peak,1,10400.95,3,Cancelled
03-03-2022,Standard,271.32,Available,Off-Peak,0,5605.72,5,Completed
03-03-2022,Deluxe,151.8,Occupied,Off-Peak,0,15884.8,4,Completed
03-03-2022,Suite,257.23,Occupied,Peak,0,26751.7,5,Completed
03-03-2022,Deluxe,211.57,Occupied,Off-Peak,0,21354.06,2,Completed
03-03-2022,Deluxe,302.54,Occupied,Off-Peak,0,20582.82,5,Completed
03-03-2022,Standard,210.72,Occupied,Off-Peak,0,16228.01,4,Cancelled
03-03-2022,Suite,369.45,Occupied,Peak,0,16797.62,5,Completed
03-03-2022,Standard,293.17,Occupied,Peak,0,2881.26,3,Completed
03-03-2022,Deluxe,286.68,Available,Off-Peak,1,18812.55,3,Completed
03-03-2022,Standard,349.19,Available,Off-Peak,0,12103.3,4,Completed
03-03-2022,Standard,372.29,Occupied,Peak,0,11491.36,4,Completed
03-03-2022,Standard,298.49,Occupied,Off-Peak,0,13383.72,5,Cancelled
03-03-2022,Standard,242.16,Occupied,Peak,0,13214.98,1,Completed
03-03-2022,Deluxe,166.95,Occupied,Peak,0,11411.82,5,Completed
04-03-2022,Standard,248.55,Occupied,Off-Peak,0,15069.36,5,Completed
04-03-2022,Standard,253.71,Occupied,Peak,0,12208.61,4,Cancelled
04-03-2022,Standard,308.03,Occupied,Peak,0,15501.61,2,Completed
04-03-2022,Standard,274.11,Occupied,Peak,0,7564.11,5,Completed
04-03-2022,Standard,351.59,Occupied,Off-Peak,0,13929.71,4,Completed
04-03-2022,Standard,254.03,Occupied,Peak,0,9518.52,5,Completed
